1676281756.000000, 1676281756.000000, 1676281756.000000
32.000000, 32.000000, 32.000000
10,-9,63
10,-9,63
10,-9,62
10,-9,62
10,-9,62
10,-9,63
10,-9,62
10,-9,63
9,-9,62
10,-9,62
10,-9,62
10,-9,62
10,-9,62
11,-9,62
11,-9,62
10,-9,62
10,-9,62
11,-9,62
10,-9,62
10,-9,62
10,-9,63
10,-9,62
10,-9,62
10,-10,62
10,-9,62
10,-9,63
10,-9,62
10,-9,62
10,-9,62
10,-9,62
10,-9,62
9,-9,62
11,-10,62
10,-9,62
10,-9,63
11,-9,62
11,-9,62
10,-10,63
9,-9,62
11,-9,62
10,-9,62
10,-9,62
10,-9,62
11,-9,62
10,-9,62
11,-9,63
10,-9,62
11,-9,62
11,-9,63
10,-9,62
11,-9,62
10,-9,62
11,-9,63
10,-9,62
11,-9,62
10,-9,62
10,-9,62
10,-9,62
10,-9,62
10,-9,63
10,-9,62
11,-9,62
10,-9,62
11,-9,62
10,-9,62
11,-9,62
9,-9,61
10,-10,60
11,-11,61
12,-11,63
10,-12,63
12,-12,64
11,-10,63
11,-9,62
12,-9,61
10,-9,61
11,-9,61
10,-10,62
11,-11,62
13,-11,63
12,-11,63
13,-10,62
15,-9,61
14,-9,60
13,-8,60
14,-8,60
13,-8,60
12,-8,61
12,-9,61
15,-11,63
17,-11,63
17,-10,62
16,-9,62
15,-7,61
13,-8,59
14,-9,56
20,-10,58
23,-11,61
21,-12,63
19,-11,64
19,-11,63
20,-12,63
22,-15,63
28,-21,63
32,-25,61
31,-29,58
26,-37,49
22,-41,43
25,-47,42
30,-49,35
36,-50,38
25,-48,34
25,-46,32
27,-42,29
30,-40,31
29,-38,23
34,-29,21
39,-24,25
37,-14,21
37,-14,23
69,-14,55
31,-37,16
42,-42,18
39,-50,32
43,-46,34
42,-48,21
38,-35,25
42,-40,26
41,-43,23
41,-44,25
41,-43,24
43,-43,23
41,-41,22
41,-43,20
41,-43,20
42,-41,20
40,-44,21
41,-44,21
42,-42,20
40,-40,20
39,-36,19
40,-35,19
41,-36,20
41,-39,20
43,-41,20
42,-42,19
41,-42,21
41,-43,20
44,-38,17
43,-35,14
50,-36,16
44,-34,15
37,-38,26
33,-46,39
32,-51,39
35,-53,44
40,-51,45
50,-42,30
49,-34,26
46,-32,27
42,-32,29
44,-34,29
45,-36,28
45,-36,28
44,-35,29
45,-34,29
45,-33,28
46,-35,28
45,-35,26
46,-36,26
45,-37,25
44,-37,25
43,-35,26
44,-34,27
46,-34,26
47,-35,25
47,-34,25
47,-35,25
46,-34,25
46,-34,25
48,-35,25
47,-33,26
45,-31,29
47,-34,28
47,-32,25
46,-35,26
45,-31,23
50,-31,28
47,-33,29
46,-31,27
47,-31,27
47,-30,30
46,-29,31
48,-29,29
47,-29,29
47,-28,31
47,-29,30
47,-29,29
48,-28,31
47,-28,30
47,-28,30
47,-27,31
47,-27,31
47,-28,30
47,-28,30
47,-28,31
47,-28,30
48,-28,30
47,-27,31
48,-28,31
48,-27,30
48,-27,30
48,-27,31
48,-28,29
48,-27,30
47,-28,30
48,-29,29
47,-29,29
47,-28,31
47,-28,31
48,-28,30
48,-27,30
48,-28,31
48,-28,30
48,-28,29
48,-29,30
47,-29,29
48,-28,30
48,-28,30
48,-28,30
48,-28,29
51,-29,30
46,-30,26
45,-29,28
48,-28,32
