----------------------- 3:19:16
1	10.0	-9.0	63.0
2	10.0	-9.0	63.0
3	10.0	-9.0	62.0
4	10.0	-9.0	62.0
5	10.0	-9.0	62.0
6	10.0	-9.0	63.0
7	10.0	-9.0	62.0
8	10.0	-9.0	63.0
9	9.0	-9.0	62.0
10	10.0	-9.0	62.0
11	10.0	-9.0	62.0
12	10.0	-9.0	62.0
13	10.0	-9.0	62.0
14	11.0	-9.0	62.0
15	11.0	-9.0	62.0
16	10.0	-9.0	62.0
17	10.0	-9.0	62.0
18	11.0	-9.0	62.0
19	10.0	-9.0	62.0
20	10.0	-9.0	62.0
21	10.0	-9.0	63.0
22	10.0	-9.0	62.0
23	10.0	-9.0	62.0
24	10.0	-10.0	62.0
25	10.0	-9.0	62.0
26	10.0	-9.0	63.0
27	10.0	-9.0	62.0
28	10.0	-9.0	62.0
29	10.0	-9.0	62.0
30	10.0	-9.0	62.0
31	10.0	-9.0	62.0
32	9.0	-9.0	62.0
----------------------- 3:19:17
33	11.0	-10.0	62.0
34	10.0	-9.0	62.0
35	10.0	-9.0	63.0
36	11.0	-9.0	62.0
37	11.0	-9.0	62.0
38	10.0	-10.0	63.0
39	9.0	-9.0	62.0
40	11.0	-9.0	62.0
41	10.0	-9.0	62.0
42	10.0	-9.0	62.0
43	10.0	-9.0	62.0
44	11.0	-9.0	62.0
45	10.0	-9.0	62.0
46	11.0	-9.0	63.0
47	10.0	-9.0	62.0
48	11.0	-9.0	62.0
49	11.0	-9.0	63.0
50	10.0	-9.0	62.0
51	11.0	-9.0	62.0
52	10.0	-9.0	62.0
53	11.0	-9.0	63.0
54	10.0	-9.0	62.0
55	11.0	-9.0	62.0
56	10.0	-9.0	62.0
57	10.0	-9.0	62.0
58	10.0	-9.0	62.0
59	10.0	-9.0	62.0
60	10.0	-9.0	63.0
61	10.0	-9.0	62.0
62	11.0	-9.0	62.0
63	10.0	-9.0	62.0
64	11.0	-9.0	62.0
----------------------- 3:19:18
65	10.0	-9.0	62.0
66	11.0	-9.0	62.0
67	9.0	-9.0	61.0
68	10.0	-10.0	60.0
69	11.0	-11.0	61.0
70	12.0	-11.0	63.0
71	10.0	-12.0	63.0
72	12.0	-12.0	64.0
73	11.0	-10.0	63.0
74	11.0	-9.0	62.0
75	12.0	-9.0	61.0
76	10.0	-9.0	61.0
77	11.0	-9.0	61.0
78	10.0	-10.0	62.0
79	11.0	-11.0	62.0
80	13.0	-11.0	63.0
81	12.0	-11.0	63.0
82	13.0	-10.0	62.0
83	15.0	-9.0	61.0
84	14.0	-9.0	60.0
85	13.0	-8.0	60.0
86	14.0	-8.0	60.0
87	13.0	-8.0	60.0
88	12.0	-8.0	61.0
89	12.0	-9.0	61.0
90	15.0	-11.0	63.0
91	17.0	-11.0	63.0
92	17.0	-10.0	62.0
93	16.0	-9.0	62.0
94	15.0	-7.0	61.0
95	13.0	-8.0	59.0
96	14.0	-9.0	56.0
----------------------- 3:19:19
97	20.0	-10.0	58.0
98	23.0	-11.0	61.0
99	21.0	-12.0	63.0
100	19.0	-11.0	64.0
101	19.0	-11.0	63.0
102	20.0	-12.0	63.0
103	22.0	-15.0	63.0
104	28.0	-21.0	63.0
105	32.0	-25.0	61.0
106	31.0	-29.0	58.0
107	26.0	-37.0	49.0
108	22.0	-41.0	43.0
109	25.0	-47.0	42.0
110	30.0	-49.0	35.0
111	36.0	-50.0	38.0
112	25.0	-48.0	34.0
113	25.0	-46.0	32.0
114	27.0	-42.0	29.0
115	30.0	-40.0	31.0
116	29.0	-38.0	23.0
117	34.0	-29.0	21.0
118	39.0	-24.0	25.0
119	37.0	-14.0	21.0
120	37.0	-14.0	23.0
121	69.0	-14.0	55.0
122	31.0	-37.0	16.0
123	42.0	-42.0	18.0
124	39.0	-50.0	32.0
125	43.0	-46.0	34.0
126	42.0	-48.0	21.0
127	38.0	-35.0	25.0
128	42.0	-40.0	26.0
----------------------- 3:19:20
129	41.0	-43.0	23.0
130	41.0	-44.0	25.0
131	41.0	-43.0	24.0
132	43.0	-43.0	23.0
133	41.0	-41.0	22.0
134	41.0	-43.0	20.0
135	41.0	-43.0	20.0
136	42.0	-41.0	20.0
137	40.0	-44.0	21.0
138	41.0	-44.0	21.0
139	42.0	-42.0	20.0
140	40.0	-40.0	20.0
141	39.0	-36.0	19.0
142	40.0	-35.0	19.0
143	41.0	-36.0	20.0
144	41.0	-39.0	20.0
145	43.0	-41.0	20.0
146	42.0	-42.0	19.0
147	41.0	-42.0	21.0
148	41.0	-43.0	20.0
149	44.0	-38.0	17.0
150	43.0	-35.0	14.0
151	50.0	-36.0	16.0
152	44.0	-34.0	15.0
153	37.0	-38.0	26.0
154	33.0	-46.0	39.0
155	32.0	-51.0	39.0
156	35.0	-53.0	44.0
157	40.0	-51.0	45.0
158	50.0	-42.0	30.0
159	49.0	-34.0	26.0
160	46.0	-32.0	27.0
----------------------- 3:19:21
161	42.0	-32.0	29.0
162	44.0	-34.0	29.0
163	45.0	-36.0	28.0
164	45.0	-36.0	28.0
165	44.0	-35.0	29.0
166	45.0	-34.0	29.0
167	45.0	-33.0	28.0
168	46.0	-35.0	28.0
169	45.0	-35.0	26.0
170	46.0	-36.0	26.0
171	45.0	-37.0	25.0
172	44.0	-37.0	25.0
173	43.0	-35.0	26.0
174	44.0	-34.0	27.0
175	46.0	-34.0	26.0
176	47.0	-35.0	25.0
177	47.0	-34.0	25.0
178	47.0	-35.0	25.0
179	46.0	-34.0	25.0
180	46.0	-34.0	25.0
181	48.0	-35.0	25.0
182	47.0	-33.0	26.0
183	45.0	-31.0	29.0
184	47.0	-34.0	28.0
185	47.0	-32.0	25.0
186	46.0	-35.0	26.0
187	45.0	-31.0	23.0
188	50.0	-31.0	28.0
189	47.0	-33.0	29.0
190	46.0	-31.0	27.0
191	47.0	-31.0	27.0
192	47.0	-30.0	30.0
----------------------- 3:19:22
193	46.0	-29.0	31.0
194	48.0	-29.0	29.0
195	47.0	-29.0	29.0
196	47.0	-28.0	31.0
197	47.0	-29.0	30.0
198	47.0	-29.0	29.0
199	48.0	-28.0	31.0
200	47.0	-28.0	30.0
201	47.0	-28.0	30.0
202	47.0	-27.0	31.0
203	47.0	-27.0	31.0
204	47.0	-28.0	30.0
205	47.0	-28.0	30.0
206	47.0	-28.0	31.0
207	47.0	-28.0	30.0
208	48.0	-28.0	30.0
209	47.0	-27.0	31.0
210	48.0	-28.0	31.0
211	48.0	-27.0	30.0
212	48.0	-27.0	30.0
213	48.0	-27.0	31.0
214	48.0	-28.0	29.0
215	48.0	-27.0	30.0
216	47.0	-28.0	30.0
217	48.0	-29.0	29.0
218	47.0	-29.0	29.0
219	47.0	-28.0	31.0
220	47.0	-28.0	31.0
221	48.0	-28.0	30.0
222	48.0	-27.0	30.0
223	48.0	-28.0	31.0
224	48.0	-28.0	30.0
----------------------- 3:19:23
225	48.0	-28.0	29.0
226	48.0	-29.0	30.0
227	47.0	-29.0	29.0
228	48.0	-28.0	30.0
229	48.0	-28.0	30.0
230	48.0	-28.0	30.0
231	48.0	-28.0	29.0
232	51.0	-29.0	30.0
233	46.0	-30.0	26.0
234	45.0	-29.0	28.0
235	48.0	-28.0	32.0
236	44.0	-29.0	27.0
237	47.0	-28.0	30.0
238	48.0	-30.0	29.0
239	48.0	-29.0	31.0
240	48.0	-29.0	28.0
241	47.0	-28.0	30.0
242	49.0	-28.0	29.0
243	47.0	-27.0	29.0
244	47.0	-28.0	30.0
245	47.0	-29.0	29.0
246	47.0	-28.0	30.0
247	47.0	-28.0	30.0
248	47.0	-29.0	30.0
249	49.0	-28.0	30.0
250	48.0	-28.0	31.0
251	49.0	-28.0	31.0
252	49.0	-28.0	30.0
253	48.0	-28.0	30.0
254	47.0	-28.0	29.0
255	48.0	-28.0	29.0
256	47.0	-27.0	28.0
----------------------- 3:19:24
257	48.0	-27.0	30.0
258	49.0	-27.0	31.0
259	57.0	-24.0	41.0
260	56.0	-22.0	44.0
261	43.0	-22.0	44.0
262	37.0	-23.0	61.0
263	37.0	-30.0	52.0
264	45.0	-39.0	39.0
265	45.0	-35.0	35.0
266	40.0	-40.0	35.0
267	65.0	-49.0	37.0
268	62.0	-50.0	34.0
269	46.0	-45.0	10.0
270	39.0	-36.0	16.0
271	42.0	-16.0	20.0
272	51.0	-20.0	45.0
273	45.0	-11.0	54.0
274	-1.0	-19.0	60.0
275	-34.0	-15.0	53.0
276	31.0	-9.0	44.0
277	-5.0	-6.0	59.0
278	-7.0	8.0	66.0
279	0.0	-11.0	51.0
280	124.0	-36.0	61.0
281	-16.0	4.0	68.0
282	35.0	-21.0	87.0
283	14.0	18.0	77.0
284	-3.0	-3.0	67.0
285	5.0	-3.0	70.0
286	4.0	-4.0	65.0
287	5.0	-5.0	65.0
288	9.0	6.0	75.0
----------------------- 3:19:25
289	12.0	-9.0	67.0
290	13.0	-2.0	57.0
