----------------------- 9:22:11
1	29.0	2.0	56.0
2	29.0	1.0	55.0
3	29.0	2.0	57.0
4	29.0	2.0	57.0
5	28.0	2.0	56.0
6	27.0	2.0	56.0
7	27.0	2.0	56.0
8	28.0	2.0	56.0
9	30.0	2.0	56.0
10	31.0	2.0	57.0
11	30.0	1.0	57.0
12	29.0	1.0	56.0
13	28.0	1.0	54.0
14	29.0	2.0	58.0
15	29.0	2.0	57.0
16	29.0	1.0	56.0
17	30.0	2.0	56.0
18	30.0	1.0	56.0
19	30.0	1.0	55.0
20	31.0	1.0	55.0
21	30.0	1.0	56.0
22	30.0	1.0	56.0
23	30.0	1.0	56.0
24	29.0	1.0	56.0
25	30.0	1.0	56.0
26	30.0	1.0	56.0
27	30.0	1.0	56.0
28	30.0	1.0	56.0
29	30.0	1.0	56.0
30	30.0	1.0	56.0
31	30.0	1.0	55.0
32	29.0	1.0	55.0
----------------------- 9:22:12
33	30.0	1.0	56.0
34	30.0	1.0	56.0
35	30.0	1.0	55.0
36	30.0	1.0	56.0
37	30.0	1.0	56.0
38	30.0	1.0	56.0
39	30.0	1.0	55.0
40	30.0	1.0	55.0
41	31.0	1.0	55.0
42	30.0	1.0	56.0
43	30.0	1.0	56.0
44	30.0	1.0	56.0
45	30.0	1.0	56.0
46	30.0	1.0	56.0
47	30.0	1.0	55.0
48	30.0	1.0	55.0
49	30.0	0.0	55.0
50	31.0	1.0	56.0
51	30.0	1.0	55.0
52	30.0	1.0	56.0
53	30.0	1.0	56.0
54	30.0	1.0	55.0
55	30.0	1.0	56.0
56	30.0	1.0	55.0
57	30.0	1.0	56.0
58	30.0	0.0	56.0
59	31.0	1.0	56.0
60	30.0	1.0	56.0
61	30.0	1.0	55.0
62	30.0	1.0	55.0
63	30.0	1.0	55.0
64	30.0	1.0	56.0
----------------------- 9:22:13
65	30.0	1.0	55.0
66	30.0	1.0	56.0
67	30.0	1.0	56.0
68	30.0	1.0	56.0
69	30.0	1.0	56.0
70	31.0	1.0	56.0
71	31.0	1.0	56.0
72	30.0	1.0	56.0
73	30.0	1.0	56.0
74	30.0	1.0	55.0
75	30.0	0.0	56.0
76	30.0	1.0	56.0
77	30.0	1.0	55.0
78	30.0	0.0	56.0
79	30.0	1.0	56.0
80	30.0	0.0	56.0
81	30.0	1.0	55.0
82	30.0	1.0	56.0
83	30.0	1.0	56.0
84	30.0	1.0	55.0
85	30.0	1.0	56.0
86	30.0	1.0	55.0
87	30.0	0.0	55.0
88	30.0	1.0	56.0
89	30.0	1.0	56.0
90	30.0	0.0	55.0
91	30.0	1.0	56.0
92	30.0	1.0	55.0
93	30.0	0.0	56.0
94	30.0	0.0	55.0
95	30.0	1.0	55.0
96	30.0	0.0	55.0
----------------------- 9:22:14
97	30.0	0.0	56.0
98	30.0	1.0	56.0
99	30.0	0.0	55.0
100	30.0	1.0	56.0
101	30.0	0.0	55.0
102	30.0	1.0	55.0
103	30.0	0.0	56.0
104	30.0	0.0	56.0
105	30.0	0.0	55.0
106	30.0	0.0	55.0
107	30.0	1.0	55.0
108	30.0	0.0	55.0
109	30.0	1.0	56.0
110	30.0	1.0	55.0
111	30.0	0.0	55.0
112	30.0	1.0	56.0
113	30.0	0.0	55.0
114	30.0	1.0	55.0
115	30.0	1.0	56.0
116	31.0	0.0	56.0
117	30.0	0.0	56.0
118	30.0	0.0	55.0
119	30.0	1.0	55.0
120	30.0	0.0	55.0
121	30.0	1.0	56.0
122	30.0	1.0	55.0
123	30.0	0.0	56.0
124	30.0	0.0	56.0
125	30.0	0.0	55.0
126	30.0	0.0	55.0
127	30.0	1.0	56.0
128	30.0	1.0	56.0
----------------------- 9:22:15
129	30.0	0.0	56.0
130	31.0	0.0	55.0
131	30.0	0.0	55.0
132	30.0	0.0	55.0
133	30.0	0.0	55.0
134	30.0	1.0	55.0
135	30.0	0.0	56.0
136	30.0	1.0	56.0
137	30.0	0.0	55.0
138	30.0	1.0	56.0
139	30.0	0.0	56.0
140	31.0	1.0	56.0
141	30.0	0.0	56.0
142	31.0	0.0	55.0
143	30.0	1.0	56.0
144	30.0	0.0	55.0
145	30.0	1.0	56.0
146	30.0	1.0	55.0
147	30.0	0.0	56.0
148	30.0	0.0	55.0
149	30.0	0.0	55.0
150	30.0	1.0	56.0
151	30.0	0.0	55.0
152	30.0	1.0	55.0
153	30.0	0.0	56.0
154	31.0	0.0	55.0
155	30.0	0.0	56.0
156	31.0	0.0	55.0
157	30.0	1.0	56.0
158	30.0	1.0	55.0
159	30.0	0.0	56.0
160	30.0	1.0	56.0
----------------------- 9:22:16
161	30.0	0.0	55.0
162	30.0	1.0	56.0
163	30.0	0.0	55.0
164	31.0	0.0	56.0
165	30.0	1.0	56.0
166	30.0	0.0	55.0
167	30.0	1.0	56.0
168	30.0	0.0	55.0
169	30.0	1.0	55.0
170	30.0	1.0	55.0
171	30.0	0.0	56.0
172	30.0	1.0	55.0
173	30.0	1.0	55.0
174	31.0	1.0	56.0
175	30.0	0.0	56.0
176	30.0	1.0	56.0
177	30.0	1.0	56.0
178	31.0	0.0	55.0
179	30.0	0.0	56.0
180	31.0	0.0	55.0
181	30.0	1.0	56.0
182	30.0	0.0	56.0
183	30.0	0.0	56.0
184	30.0	0.0	56.0
185	30.0	0.0	55.0
186	30.0	1.0	56.0
187	30.0	1.0	55.0
188	30.0	1.0	56.0
189	30.0	1.0	56.0
190	30.0	0.0	55.0
191	30.0	0.0	56.0
192	31.0	0.0	56.0
----------------------- 9:22:17
193	30.0	1.0	55.0
194	30.0	0.0	55.0
195	30.0	0.0	56.0
196	30.0	1.0	56.0
197	30.0	1.0	56.0
198	30.0	1.0	56.0
199	30.0	1.0	55.0
200	30.0	1.0	56.0
201	30.0	1.0	56.0
202	31.0	0.0	55.0
203	30.0	1.0	56.0
204	30.0	1.0	56.0
205	30.0	1.0	55.0
206	30.0	1.0	56.0
207	30.0	0.0	56.0
208	30.0	1.0	56.0
209	30.0	1.0	55.0
210	31.0	1.0	56.0
211	30.0	1.0	56.0
212	30.0	1.0	55.0
213	31.0	1.0	56.0
214	31.0	0.0	55.0
215	30.0	1.0	55.0
216	30.0	1.0	56.0
217	30.0	1.0	55.0
218	30.0	0.0	56.0
219	31.0	1.0	56.0
220	30.0	0.0	55.0
221	31.0	0.0	55.0
222	30.0	1.0	56.0
223	30.0	1.0	55.0
224	30.0	1.0	56.0
----------------------- 9:22:18
225	30.0	0.0	56.0
226	31.0	0.0	55.0
227	30.0	0.0	55.0
228	30.0	0.0	56.0
229	30.0	1.0	55.0
230	30.0	0.0	55.0
231	30.0	1.0	56.0
232	30.0	1.0	55.0
233	30.0	0.0	56.0
234	30.0	1.0	56.0
235	30.0	1.0	55.0
236	30.0	0.0	56.0
237	30.0	1.0	56.0
238	30.0	0.0	56.0
239	30.0	0.0	55.0
240	30.0	1.0	56.0
241	30.0	1.0	55.0
242	30.0	0.0	55.0
243	30.0	1.0	56.0
244	30.0	0.0	55.0
245	30.0	0.0	55.0
246	30.0	1.0	56.0
247	30.0	1.0	55.0
248	30.0	0.0	55.0
249	30.0	0.0	56.0
250	30.0	0.0	55.0
251	30.0	0.0	55.0
252	30.0	0.0	56.0
253	30.0	1.0	56.0
254	30.0	1.0	56.0
255	30.0	0.0	56.0
256	30.0	-1.0	55.0
----------------------- 9:22:19
257	32.0	0.0	55.0
258	31.0	1.0	56.0
259	29.0	1.0	57.0
260	30.0	1.0	58.0
261	29.0	0.0	57.0
262	30.0	1.0	58.0
263	30.0	0.0	60.0
264	30.0	1.0	61.0
265	32.0	1.0	62.0
266	35.0	0.0	64.0
267	42.0	-2.0	58.0
268	46.0	-4.0	56.0
269	45.0	-6.0	54.0
270	45.0	-8.0	51.0
271	52.0	-11.0	40.0
272	56.0	-14.0	39.0
273	54.0	-17.0	39.0
274	48.0	-23.0	34.0
275	44.0	-28.0	30.0
276	43.0	-36.0	24.0
277	45.0	-40.0	23.0
278	48.0	-40.0	27.0
279	44.0	-44.0	29.0
280	43.0	-48.0	26.0
281	43.0	-45.0	28.0
282	46.0	-47.0	29.0
283	54.0	-43.0	34.0
284	52.0	-31.0	37.0
285	47.0	-23.0	39.0
286	31.0	-9.0	43.0
287	31.0	-2.0	46.0
288	36.0	14.0	46.0
----------------------- 9:22:20
289	32.0	17.0	48.0
290	29.0	16.0	52.0
291	23.0	9.0	51.0
292	23.0	2.0	49.0
293	27.0	-6.0	50.0
294	25.0	-13.0	52.0
295	26.0	-16.0	53.0
296	29.0	-19.0	56.0
297	29.0	-21.0	57.0
298	26.0	-23.0	57.0
299	29.0	-19.0	57.0
300	31.0	-16.0	58.0
301	29.0	-12.0	57.0
302	30.0	-8.0	57.0
303	31.0	-3.0	56.0
304	31.0	-4.0	56.0
305	28.0	-4.0	55.0
306	27.0	-7.0	55.0
307	28.0	-8.0	56.0
308	24.0	-11.0	54.0
309	23.0	-12.0	53.0
310	27.0	-12.0	54.0
311	26.0	-9.0	51.0
312	26.0	-7.0	51.0
313	26.0	-4.0	53.0
314	25.0	-5.0	54.0
315	26.0	-6.0	53.0
316	13.0	-5.0	47.0
317	12.0	-7.0	47.0
318	22.0	-8.0	49.0
319	23.0	-8.0	51.0
320	18.0	-7.0	56.0
----------------------- 9:22:21
321	21.0	-3.0	57.0
322	24.0	-2.0	58.0
323	21.0	0.0	63.0
324	20.0	2.0	63.0
325	19.0	4.0	61.0
326	21.0	3.0	63.0
327	22.0	5.0	65.0
328	31.0	8.0	67.0
329	25.0	8.0	67.0
330	19.0	10.0	68.0
331	24.0	12.0	68.0
332	34.0	9.0	66.0
333	29.0	4.0	55.0
334	31.0	3.0	53.0
335	27.0	1.0	52.0
336	27.0	-1.0	54.0
337	42.0	-4.0	66.0
338	32.0	-5.0	68.0
339	27.0	-4.0	65.0
340	23.0	-3.0	63.0
341	21.0	-5.0	60.0
342	22.0	-7.0	56.0
343	22.0	-7.0	57.0
344	21.0	-5.0	65.0
345	17.0	-6.0	66.0
346	14.0	-6.0	69.0
347	11.0	-5.0	74.0
348	6.0	-4.0	65.0
349	-2.0	-7.0	60.0
350	6.0	-5.0	64.0
351	4.0	-6.0	60.0
352	4.0	-8.0	65.0
----------------------- 9:22:22
353	11.0	-8.0	71.0
354	-2.0	-11.0	65.0
355	-4.0	-11.0	64.0
356	-8.0	-12.0	64.0
357	-13.0	-14.0	59.0
358	-13.0	-14.0	61.0
359	-13.0	-13.0	60.0
360	-12.0	-13.0	59.0
361	-18.0	-14.0	60.0
362	-18.0	-17.0	55.0
363	-21.0	-20.0	53.0
364	-20.0	-27.0	55.0
365	-20.0	-32.0	55.0
366	-21.0	-37.0	54.0
367	-18.0	-38.0	51.0
368	-19.0	-38.0	49.0
369	-24.0	-34.0	43.0
370	-28.0	-33.0	40.0
371	-31.0	-30.0	39.0
372	-30.0	-27.0	35.0
373	-31.0	-24.0	36.0
374	-30.0	-18.0	40.0
375	-29.0	-15.0	43.0
376	-30.0	-9.0	47.0
377	-28.0	-7.0	50.0
378	-29.0	-8.0	55.0
379	-28.0	-14.0	59.0
380	-29.0	-18.0	56.0
381	-28.0	-21.0	55.0
382	-30.0	-22.0	54.0
