1676287492.000000, 1676287492.000000, 1676287492.000000
32.000000, 32.000000, 32.000000
-17,3,61
-17,3,62
-16,3,62
-16,3,61
-17,4,62
-17,4,62
-17,4,62
-17,4,61
-17,4,61
-17,4,61
-17,4,62
-17,3,62
-17,3,62
-17,3,62
-17,4,62
-17,4,61
-18,3,62
-17,3,62
-17,3,62
-17,3,62
-17,3,62
-17,3,62
-17,3,62
-17,3,62
-17,3,62
-17,3,62
-17,3,62
-17,3,62
-18,4,61
-18,3,61
-18,4,61
-17,4,62
-17,4,61
-18,4,62
-18,4,61
-18,3,62
-18,4,62
-17,3,62
-17,3,62
-18,3,62
-18,4,61
-18,4,61
-18,5,61
-18,4,61
-18,3,61
-17,3,61
-17,3,61
-18,5,62
-19,5,61
-19,4,61
-18,3,61
-17,4,62
-18,4,62
-18,4,61
-19,4,61
-18,4,61
-18,4,62
-18,4,61
-18,4,61
-18,3,61
-18,3,61
-18,4,62
-18,4,61
-18,3,61
-18,4,61
-19,4,61
-19,5,61
-19,5,61
-18,4,61
-19,4,61
-19,4,61
-19,4,61
-19,4,61
-19,5,61
-20,5,60
-19,5,61
-19,5,61
-19,4,61
-18,4,61
-19,5,62
-19,4,61
-18,3,61
-18,3,62
-18,5,61
-19,5,61
-19,5,61
-18,3,61
-18,3,61
-18,3,62
-19,4,61
-19,4,61
-19,4,61
-19,4,61
-19,5,61
-19,4,61
-18,4,61
-18,3,61
-18,4,61
-19,5,61
-19,5,61
-19,4,61
-19,4,61
-18,4,61
-19,4,62
-19,4,61
-19,4,61
-19,5,61
-19,4,61
-19,4,61
-18,4,61
-19,3,61
-19,3,61
-19,4,61
-18,4,61
-19,4,61
-19,5,61
-19,4,61
-19,4,61
-19,4,61
-19,4,61
-18,3,61
-18,4,61
-19,4,61
-19,5,61
-19,5,61
-19,4,61
-19,3,61
-18,3,62
-19,4,61
-19,5,61
-19,4,61
-19,4,61
-19,4,61
-19,4,61
-19,4,61
-18,3,62
-18,3,62
-17,3,61
-18,4,61
-18,4,61
-19,4,61
-19,4,61
-18,4,61
-18,3,61
-18,4,62
-19,5,61
-19,4,61
-19,4,61
-18,3,62
-18,4,62
-18,4,61
-18,4,61
-18,4,61
-18,4,62
-18,4,61
-18,3,61
-18,3,62
-17,3,61
-17,3,62
-18,4,61
-18,4,61
-18,3,61
-17,3,62
-17,3,62
-17,3,62
-18,4,62
-18,4,61
-18,4,61
-18,4,61
-18,4,61
-18,4,62
-18,4,61
-18,4,61
-18,4,62
-18,4,61
-18,4,61
-18,4,62
-18,4,61
-19,4,62
-18,3,61
-18,3,61
-18,4,62
-18,4,61
-18,5,61
-19,4,61
-18,4,62
-17,3,61
-18,3,61
-18,3,61
-18,4,61
-18,4,61
-18,3,61
-18,4,62
-18,4,61
-18,4,62
-18,4,61
-18,4,61
-18,3,61
-18,4,61
-18,4,61
-18,4,61
-18,4,61
-18,4,61
-18,4,61
-18,4,61
-18,4,61
-18,4,61
-19,4,61
-19,4,61
-19,4,61
-18,4,61
-18,4,61
-18,4,61
-18,5,61
-19,5,61
-19,4,61
-18,4,61
-18,4,61
-18,4,61
-18,3,61
-19,4,61
-18,4,61
-18,4,61
-18,4,61
-19,4,61
-19,4,61
-19,5,61
-19,4,61
-19,4,61
-18,4,61
-19,4,61
-19,4,61
-19,4,61
-19,5,61
-19,4,61
-19,4,61
-19,4,61
-19,4,61
-19,4,61
-19,4,61
-19,4,61
-19,4,61
-19,4,61
-19,4,61
-19,4,61
-19,4,61
-19,4,61
-19,4,61
-19,4,61
-19,4,61
-19,5,61
-19,4,61
-19,5,61
-19,4,61
-19,4,61
-19,4,61
-19,4,61
-19,4,61
-19,5,61
-19,5,61
-19,4,61
-19,4,61
-19,4,61
-19,4,61
-19,4,61
-19,4,61
-18,4,61
-19,4,61
-19,4,61
-19,5,61
-19,5,61
-19,4,61
-19,4,61
-19,4,61
-19,5,61
-19,4,61
-19,5,61
-19,4,61
-19,4,61
-19,4,61
-19,4,61
-19,5,61
-19,5,61
-19,5,61
-19,4,61
-18,4,61
-19,4,61
-19,5,61
-19,5,61
-19,4,61
-19,4,61
-19,4,61
-19,5,61
-19,5,61
-20,5,61
-19,5,61
-19,4,61
-19,4,61
-18,4,61
-19,4,61
-19,5,61
-19,5,61
-19,4,61
-19,4,61
-19,5,61
-19,5,61
-19,4,61
-19,5,61
-19,5,61
-19,4,61
-19,4,61
-19,5,61
-19,5,61
-19,5,61
-19,5,61
-19,5,61
-19,5,61
-20,5,61
-19,5,61
-19,5,61
-19,5,61
-19,5,61
-19,5,61
-19,5,61
-19,5,61
-19,5,61
-19,5,61
-19,4,61
-19,4,61
-19,5,61
-19,5,61
-19,5,61
-19,5,61
-19,4,61
-19,4,61
-19,4,61
-19,4,61
-19,4,61
-19,5,61
-19,5,61
-19,5,61
-19,5,61
-19,5,61
-19,5,61
-19,5,61
-19,5,61
-19,5,61
-19,5,61
-19,5,61
-19,5,61
-19,5,61
-20,5,61
-19,5,61
-19,5,61
-19,5,61
-19,4,61
-19,4,61
-19,4,61
-19,4,61
-19,5,61
-19,4,61
-19,5,61
-19,5,61
-19,5,61
-19,5,61
-19,4,61
-19,4,61
-19,4,61
-19,4,61
-19,4,61
-19,4,61
-19,5,61
-19,4,61
-19,4,61
-19,4,61
-19,4,61
-19,4,61
-19,4,61
-19,4,61
-19,4,61
-19,4,61
-19,4,61
-19,5,61
-19,4,61
-19,4,61
-19,4,61
-19,4,61
-19,4,61
-19,4,61
-19,4,61
-19,4,61
-19,4,61
-19,4,61
-19,4,61
-19,4,61
-19,4,61
-19,4,61
-19,4,61
-19,5,61
-20,5,60
-20,5,61
-20,5,61
-19,4,61
-19,4,61
-18,4,61
-19,3,61
-21,3,60
-19,5,62
-18,6,62
-18,6,62
-19,6,61
-21,4,58
-23,3,60
-20,4,61
-14,5,65
-13,5,65
-19,5,61
-23,5,58
-23,4,59
-20,3,60
-17,2,62
-14,1,64
-15,1,62
-16,1,61
-17,4,59
-18,5,60
-14,6,62
-13,6,62
-16,6,62
-19,5,61
-20,5,61
-19,5,61
-18,5,62
-17,4,63
-17,4,62
-17,4,61
-16,3,62
-14,2,63
-13,2,62
-15,2,62
-16,4,61
-17,7,61
-15,7,62
-15,3,62
-17,0,61
-18,0,61
-13,1,63
-11,1,64
-12,1,63
-14,1,63
-13,1,63
-16,2,61
-18,2,61
-19,3,62
-18,4,62
-16,5,63
-17,4,62
-18,3,61
-18,2,61
-17,2,61
-17,4,62
-16,5,64
-15,4,63
-19,2,60
-20,1,61
-17,0,62
-12,0,63
-12,2,62
-16,6,63
-16,7,63
-19,7,59
-22,7,59
-21,6,60
-18,5,62
-17,4,62
-17,5,61
-17,5,61
-17,7,61
-19,7,61
-19,7,60
-19,7,60
-19,7,61
-22,7,60
-22,7,59
-22,8,60
-22,9,62
-21,10,62
-23,8,61
-26,8,59
-23,9,59
-18,8,61
-16,8,62
-17,8,62
-17,9,60
-17,9,61
-17,10,60
-16,11,60
-13,11,60
-10,12,59
-13,11,60
-17,11,59
-18,11,58
-19,8,60
-20,7,62
-19,8,60
-19,7,61
-20,8,60
-23,8,59
-25,8,59
-21,5,64
-16,3,63
-17,4,62
-19,7,58
-21,8,59
-33,5,59
-26,5,59
-19,4,60
-9,4,62
-12,7,63
-15,7,60
-18,7,64
-21,6,64
-23,6,57
-26,8,56
-25,11,55
-26,10,58
-29,3,61
-23,6,62
-20,6,63
-17,7,58
-19,8,57
-28,9,55
-33,10,53
-33,10,54
-28,8,59
-26,7,60
-25,7,59
-25,7,58
-26,8,57
-28,8,56
-27,7,57
-26,6,59
-25,6,60
-26,6,60
-26,6,59
-26,6,58
-27,6,57
-27,6,57
-29,7,57
-30,10,56
-29,10,56
-29,8,56
-29,6,57
-26,5,59
-25,5,59
-25,6,60
-27,6,58
-27,7,57
-28,8,56
-29,8,56
-29,8,57
-29,7,57
-28,7,57
-27,6,57
-26,7,57
-25,8,57
-26,10,58
-25,11,59
-24,12,59
-26,12,57
-27,12,57
-26,12,57
-27,11,57
-28,10,58
-27,10,59
-24,10,59
-25,9,58
-27,9,57
-27,10,57
-26,10,57
-25,10,58
-26,9,58
-26,10,58
-26,10,57
-26,10,57
-27,10,57
-27,11,58
-27,10,58
-26,11,57
-26,12,57
-27,11,57
-27,10,58
-26,10,58
