1681358150.000000, 1681358150.000000, 1681358150.000000
32.000000, 32.000000, 32.000000
33,3,54
33,3,53
34,3,54
34,3,54
33,3,53
34,3,54
34,3,54
33,3,53
34,3,54
34,3,53
34,3,54
34,3,54
33,3,53
33,3,54
34,3,54
33,3,53
33,3,54
34,2,54
34,3,54
34,3,54
33,3,54
33,3,54
33,3,54
33,3,54
33,3,54
34,3,53
33,3,54
33,3,54
33,3,54
33,3,54
33,3,54
33,3,54
34,3,54
33,3,54
33,3,54
33,3,54
33,3,54
33,3,54
33,3,54
33,3,54
33,3,54
33,3,54
33,3,54
33,3,54
33,3,54
33,3,54
33,3,54
33,3,54
34,3,54
33,3,54
33,3,54
34,3,54
33,3,54
33,3,54
34,3,54
33,3,54
33,3,54
33,3,54
33,3,53
33,3,54
33,2,54
33,3,54
33,3,54
33,3,53
34,3,54
34,3,54
35,2,55
37,3,57
34,-2,58
35,1,67
40,1,64
43,-9,57
42,-7,54
35,-4,53
34,-5,48
30,-5,48
32,-6,40
35,-3,38
43,-1,41
49,0,43
40,0,39
51,-4,42
52,-5,39
48,-7,35
51,-2,32
57,-1,33
46,-3,15
55,-1,15
64,-4,11
63,-3,7
61,1,5
65,3,-2
66,3,-5
67,2,-5
62,5,-6
64,7,-8
65,7,-10
62,9,-12
66,10,-11
67,9,-11
55,12,-14
59,11,-9
64,11,-9
62,8,-10
56,11,-7
62,13,-2
64,13,-3
63,16,2
65,15,6
63,16,6
61,15,6
63,15,6
60,15,8
58,17,8
61,14,9
62,15,10
56,17,11
62,13,11
52,19,12
54,17,12
66,14,12
61,14,12
60,14,13
58,13,12
60,12,11
58,14,13
64,11,12
62,15,9
60,17,6
62,14,6
59,16,2
57,21,4
62,17,6
61,17,5
63,16,1
59,16,-1
63,14,-2
63,15,-6
62,12,-8
57,17,-9
59,16,-8
61,16,-9
61,15,-10
60,17,-13
55,18,-11
58,19,-14
57,21,-12
61,20,-7
63,21,-7
62,25,-3
63,23,-1
57,26,2
58,23,2
60,23,1
53,27,2
51,27,1
55,26,5
56,26,-1
58,24,-3
64,26,0
54,27,3
59,22,2
59,23,3
61,22,1
60,20,0
64,19,-1
62,19,-1
56,20,-9
60,20,-11
59,23,-9
59,23,-11
61,22,-15
64,21,-9
61,19,-9
60,17,-16
61,17,-17
58,18,-14
55,19,-16
59,20,-17
57,23,-13
58,23,-12
58,19,-13
58,18,-14
55,20,-14
58,19,-14
58,17,-15
54,19,-13
55,19,-15
58,18,-15
55,20,-17
57,19,-20
60,18,-18
59,19,-18
62,17,-22
59,19,-21
58,19,-23
58,18,-24
58,17,-24
58,15,-24
59,15,-23
56,16,-24
57,18,-23
58,18,-23
57,18,-22
57,17,-22
59,17,-21
59,17,-20
59,17,-19
59,17,-20
60,17,-19
58,17,-20
58,16,-21
58,17,-21
59,14,-21
58,17,-20
59,16,-21
