-57.9375	18.65625	20.375	-58.0	18.0	21.0	-58.0	17.0	25.0	3.6223050327105253	4.232385372044941	5.91475908216049	-60.0	16.0	16.0	-58.0	18.0	21.0	-55.75	21.25	25.0	4.25	5.25	9.0	26.10006091858763	7.452303862708581	7.826820975481328	3	
-58.59375	20.34375	18.03125	-59.0	20.0	17.0	-59.0	20.0	16.0	2.2756781269546886	3.5409159743631307	4.8054940888008595	-60.0	18.0	15.0	-59.0	20.0	17.0	-57.0	23.0	21.25	3.0	5.0	6.25	46.56880723519786	15.73376464254362	16.920832610350633	3	
-59.65625	19.53125	15.15625	-59.0	19.0	15.0	-59.0	20.0	15.0	1.1621471238616907	1.7136287338568994	1.7519520363012224	-60.0	18.75	14.0	-59.0	19.0	15.0	-59.0	20.0	16.25	1.0	1.25	2.25	48.003287873647665	16.15976616890317	14.671856973085305	3	
-59.4375	19.34375	16.375	-59.0	19.0	16.0	-59.0	19.0	15.0	1.197327753791751	2.520036892091066	2.858649156507318	-60.0	18.0	15.0	-59.0	19.0	16.0	-59.0	20.0	17.0	1.0	2.0	2.0	48.55329488692314	15.710411108821262	12.809291410204796	3	
-52.34375	10.8125	14.90625	-58.0	20.0	16.0	-59.0	19.0	15.0	12.628364341334946	25.32592236721103	16.352292222728288	-60.0	14.0	14.0	-58.0	20.0	16.0	-48.75	26.0	21.0	11.25	12.0	7.0	48.665906240206944	15.686478925805824	12.548083040846675	3	
-37.59375	-26.09375	20.75	-33.5	-43.0	23.0	-28.0	-49.0	13.0	15.709987617356672	38.40927571482571	20.5	-50.25	-51.5	13.75	-33.5	-43.0	23.0	-25.5	25.0	33.25	24.75	76.5	19.5	45.21182136433602	17.142434646724617	8.686741610163493	3	
-28.90625	-55.59375	22.78125	-26.0	-53.0	24.0	-18.0	-49.0	12.0	13.220153589784802	14.183748127258182	15.159020365363324	-41.0	-61.75	12.75	-26.0	-53.0	24.0	-19.5	-47.25	31.5	21.5	14.5	18.75	28.239680046294605	31.440698804931504	23.64152003302174	3	
-27.34375	-58.0625	17.375	-26.5	-57.0	16.0	-37.0	-57.0	28.0	11.356741871571264	9.902453925669132	11.8868362064933	-37.0	-66.25	9.5	-26.5	-57.0	16.0	-17.75	-53.0	28.0	19.25	13.25	18.5	22.601233392748213	46.54640447441989	16.32360152724369	2	
-20.125	-44.34375	29.03125	-20.0	-55.0	25.5	-37.0	-57.0	20.0	12.817834255442687	26.82304207090426	18.002576855480996	-30.25	-59.75	17.75	-20.0	-55.0	25.5	-14.25	-40.0	33.5	16.0	19.75	15.75	22.806001637504146	45.18394019193439	13.925176534583532	1	
-21.0625	-22.59375	47.28125	-22.5	-15.5	53.0	-34.0	-14.0	53.0	12.666238342538799	23.068998914939936	14.720806650367363	-32.0	-34.0	34.25	-22.5	-15.5	53.0	-15.75	-13.0	56.0	16.25	21.0	21.75	14.189674903268791	44.412540877440286	21.40465391216681	1	
-32.0625	-15.375	53.0	-34.0	-15.0	53.0	-35.0	-14.0	51.0	5.396396367021237	2.724311839712921	2.7613402542968153	-35.0	-16.0	51.0	-34.0	-15.0	53.0	-30.5	-14.0	54.0	4.5	2.0	3.0	17.971679781649282	10.924032414968783	41.97022141568699	1	
-34.21875	-17.15625	51.90625	-34.0	-17.0	51.5	-35.0	-20.0	51.0	2.9340072320122186	2.8296353011474817	2.2410847680308748	-35.0	-18.5	51.0	-34.0	-17.0	51.5	-33.0	-15.0	52.0	2.0	3.5	1.0	27.59947460636419	11.599026664904933	43.167128962545924	3	
-39.8125	-6.53125	42.125	-35.0	-17.5	51.0	-34.0	-20.0	52.0	9.54082510844843	22.022693373824648	18.15514734173204	-46.25	-20.0	24.0	-35.0	-17.5	51.0	-33.0	13.5	52.0	13.25	33.5	28.0	27.890192483206626	13.919918169802987	42.08435688629246	1	
-50.6875	18.90625	22.59375	-54.0	28.5	15.5	-55.0	28.0	14.0	7.771894476252235	22.064336856962186	17.652654501164974	-56.0	18.5	12.0	-54.0	28.5	15.5	-46.75	32.0	24.0	9.25	13.5	12.0	32.15805566763347	11.695061763240668	39.71706139864507	3	
-53.875	31.9375	13.96875	-54.0	32.0	14.5	-54.0	32.0	14.0	2.7810744326608736	2.423033996872516	2.8991849608984936	-55.25	30.0	13.0	-54.0	32.0	14.5	-53.0	33.0	16.0	2.25	3.0	3.0	42.197817057432445	22.995484343935985	11.651746982597745	2	
